index,Tarih,Şimdi,Açılış,Yüksek,Düşük,Fark %
1344,26.08.2013,1.998,1.9858,2,1.983,0.51%
1343,27.08.2013,2.0363,1.996,2.041,1.9941,1.92%
1342,28.08.2013,2.0374,2.0345,2.073,2.0307,0.05%
1341,29.08.2013,2.0358,2.0382,2.0404,2.021,-0.08%
1340,30.08.2013,2.0403,2.0346,2.0455,2.0226,0.22%
1339,02.09.2013,2.0213,2.0341,2.035,2.008,-0.93%
1338,03.09.2013,2.0584,2.0208,2.063,2.0123,1.84%
1337,04.09.2013,2.0505,2.0575,2.067,2.03,-0.38%
1336,05.09.2013,2.0691,2.0475,2.0845,2.0437,0.91%
1335,06.09.2013,2.0465,2.0674,2.0755,2.0405,-1.09%
1334,09.09.2013,2.0266,2.044,2.0531,2.0224,-0.97%
1333,10.09.2013,2.0141,2.0246,2.037,2.002,-0.62%
1332,11.09.2013,2.0117,2.0125,2.027,2,-0.12%
1331,12.09.2013,2.0306,2.0097,2.0311,2.0055,0.94%
1330,13.09.2013,2.028,2.0295,2.039,2.019,-0.13%
1329,16.09.2013,2.0045,2.0259,2.0274,1.984,-1.16%
1328,17.09.2013,2.0018,2.0034,2.013,1.994,-0.13%
1327,18.09.2013,1.9501,2.001,2.009,1.941,-2.58%
1326,19.09.2013,1.9605,1.9499,1.9915,1.931,0.53%
1325,20.09.2013,1.9799,1.9592,1.987,1.9561,0.99%
1324,23.09.2013,1.9853,1.9766,1.9943,1.97,0.27%
1323,24.09.2013,1.9989,1.9835,2.0041,1.98,0.69%
1322,25.09.2013,2.016,1.9962,2.016,1.9922,0.86%
1321,26.09.2013,2.0227,2.0156,2.024,2.004,0.33%
1320,27.09.2013,2.0309,2.0215,2.043,2.012,0.41%
1319,30.09.2013,2.0186,2.0391,2.045,2.01,-0.61%
1318,01.10.2013,2.0094,2.018,2.021,1.9995,-0.46%
1317,02.10.2013,1.9939,2.0067,2.023,1.992,-0.77%
1316,03.10.2013,2.0029,1.9935,2.008,1.989,0.45%
1315,04.10.2013,1.9871,2.0002,2.002,1.983,-0.79%
1314,07.10.2013,1.9937,1.9852,2.0015,1.9835,0.33%
1313,08.10.2013,1.9889,1.9922,1.996,1.976,-0.24%
1312,09.10.2013,1.982,1.9895,1.9925,1.9775,-0.35%
1311,10.10.2013,1.9745,1.9805,1.986,1.97,-0.38%
1310,11.10.2013,1.9823,1.9747,1.987,1.969,0.40%
1309,14.10.2013,1.9818,1.9824,1.9913,1.977,-0.03%
1308,15.10.2013,1.9882,1.98,1.9891,1.9775,0.32%
1307,16.10.2013,1.9728,1.9868,1.9876,1.97,-0.77%
1306,17.10.2013,1.9659,1.9713,1.9781,1.9593,-0.35%
1305,18.10.2013,1.9686,1.9644,1.9726,1.96,0.14%
1304,21.10.2013,1.9812,1.9667,1.9839,1.962,0.64%
1303,22.10.2013,1.9685,1.9791,1.987,1.962,-0.64%
1302,23.10.2013,1.9758,1.9662,1.979,1.9647,0.37%
1301,24.10.2013,1.9796,1.9731,1.983,1.966,0.19%
1300,25.10.2013,1.9835,1.9778,1.989,1.974,0.20%
1299,28.10.2013,1.9841,1.9808,1.988,1.974,0.03%
1298,29.10.2013,1.9914,1.9825,1.993,1.9804,0.37%
1297,30.10.2013,1.9947,1.9903,1.9967,1.9775,0.17%
1296,31.10.2013,1.996,1.9933,1.998,1.984,0.07%
1295,01.11.2013,2.017,1.9942,2.022,1.989,1.05%
1294,04.11.2013,2.0162,2.0128,2.023,2.01,-0.04%
1293,05.11.2013,2.0298,2.0149,2.035,2.012,0.67%
1292,06.11.2013,2.0356,2.0295,2.039,2.021,0.29%
1291,07.11.2013,2.0352,2.0344,2.0393,2.018,-0.02%
1290,08.11.2013,2.039,2.0334,2.052,2.019,0.19%
1289,11.11.2013,2.0433,2.0366,2.0465,2.03,0.21%
1288,12.11.2013,2.0545,2.0414,2.059,2.039,0.55%
1287,13.11.2013,2.0442,2.0538,2.06,2.0417,-0.50%
1286,14.11.2013,2.0333,2.0424,2.051,2.0299,-0.53%
1285,15.11.2013,2.0293,2.032,2.043,2.0255,-0.20%
1284,18.11.2013,2.0219,2.0283,2.0325,2.013,-0.36%
1283,19.11.2013,2.0112,2.021,2.0235,2.002,-0.53%
1282,20.11.2013,2.0154,2.0103,2.0156,1.998,0.21%
1281,21.11.2013,2.0168,2.0139,2.026,2.011,0.07%
1280,22.11.2013,2.0057,2.0157,2.022,2.0024,-0.55%
1279,25.11.2013,2.0078,2.0036,2.0086,1.99,0.10%
1278,26.11.2013,2.0135,2.0064,2.022,1.9985,0.28%
1277,27.11.2013,2.0254,2.0112,2.028,2.008,0.59%
1276,28.11.2013,2.0147,2.0245,2.0248,2.01,-0.53%
1275,29.11.2013,2.0198,2.013,2.024,2.0099,0.25%
1274,02.12.2013,2.0389,2.0179,2.042,2.013,0.95%
1273,03.12.2013,2.0434,2.0381,2.0474,2.028,0.22%
1272,04.12.2013,2.0486,2.0412,2.0543,2.0376,0.25%
1271,05.12.2013,2.0368,2.0477,2.054,2.0314,-0.58%
1270,06.12.2013,2.0252,2.0354,2.053,2.015,-0.57%
1269,09.12.2013,2.0324,2.0226,2.036,2.0194,0.36%
1268,10.12.2013,2.0278,2.0312,2.0346,2.02,-0.23%
1267,11.12.2013,2.0429,2.0269,2.045,2.021,0.74%
1266,12.12.2013,2.0433,2.0418,2.047,2.032,0.02%
1265,13.12.2013,2.0404,2.0418,2.0462,2.034,-0.14%
1264,16.12.2013,2.0274,2.0405,2.0411,2.0225,-0.64%
1263,17.12.2013,2.036,2.0266,2.044,2.022,0.42%
1262,18.12.2013,2.0578,2.0349,2.0579,2.0333,1.07%
1261,19.12.2013,2.0728,2.0565,2.08,2.043,0.73%
1260,20.12.2013,2.0918,2.0705,2.098,2.0695,0.92%
1259,23.12.2013,2.0977,2.0893,2.0977,2.081,0.28%
1258,24.12.2013,2.0775,2.0959,2.0976,2.073,-0.96%
1257,25.12.2013,2.0956,2.0763,2.0956,2.058,0.87%
1256,26.12.2013,2.1271,2.0929,2.14,2.083,1.50%
1255,27.12.2013,2.1513,2.1264,2.177,2.1115,1.14%
1254,30.12.2013,2.1231,2.1496,2.1566,2.1175,-1.31%
1253,31.12.2013,2.1458,2.1229,2.158,2.1102,1.07%
1252,01.01.2014,2.1483,2.143,2.1483,2.143,0.12%
1251,02.01.2014,2.1713,2.1471,2.189,2.1446,1.07%
1250,03.01.2014,2.1785,2.1698,2.182,2.1595,0.33%
1249,06.01.2014,2.1715,2.1747,2.1945,2.169,-0.32%
1248,07.01.2014,2.1678,2.1704,2.1815,2.1545,-0.17%
1247,08.01.2014,2.1856,2.1667,2.1858,2.158,0.82%
1246,09.01.2014,2.178,2.1844,2.193,2.175,-0.35%
1245,10.01.2014,2.165,2.1775,2.1821,2.156,-0.60%
1244,13.01.2014,2.1795,2.1624,2.186,2.16,0.67%
1243,14.01.2014,2.1838,2.1785,2.198,2.1766,0.20%
1242,15.01.2014,2.1913,2.1833,2.198,2.18,0.34%
1241,16.01.2014,2.2069,2.1896,2.213,2.1877,0.71%
1240,17.01.2014,2.2317,2.2066,2.2323,2.201,1.12%
1239,20.01.2014,2.2403,2.2299,2.2502,2.2279,0.39%
1238,21.01.2014,2.2517,2.238,2.268,2.2315,0.51%
1237,22.01.2014,2.2582,2.2509,2.268,2.2345,0.29%
1236,23.01.2014,2.2928,2.2571,2.303,2.2557,1.53%
1235,24.01.2014,2.3314,2.2901,2.336,2.281,1.68%
1234,27.01.2014,2.283,2.3304,2.39,2.2798,-2.08%
1233,28.01.2014,2.252,2.2818,2.2865,2.247,-1.36%
1232,29.01.2014,2.2607,2.2475,2.317,2.1619,0.39%
1231,30.01.2014,2.2693,2.259,2.3,2.237,0.38%
1230,31.01.2014,2.2607,2.2653,2.295,2.239,-0.38%
1229,03.02.2014,2.2824,2.2531,2.2845,2.253,0.96%
1228,04.02.2014,2.238,2.2803,2.2835,2.232,-1.95%
1227,05.02.2014,2.2386,2.234,2.25,2.227,0.03%
1226,06.02.2014,2.2096,2.2373,2.238,2.2015,-1.30%
1225,07.02.2014,2.2199,2.209,2.225,2.185,0.47%
1224,10.02.2014,2.2176,2.2209,2.2354,2.2055,-0.10%
1223,11.02.2014,2.1932,2.214,2.2215,2.1888,-1.10%
1222,12.02.2014,2.1926,2.1917,2.201,2.176,-0.03%
1221,13.02.2014,2.1856,2.1918,2.211,2.1835,-0.32%
1220,14.02.2014,2.181,2.181,2.1959,2.1725,-0.21%
1219,17.02.2014,2.1767,2.1779,2.188,2.169,-0.20%
1218,18.02.2014,2.1804,2.1759,2.186,2.1701,0.17%
1217,19.02.2014,2.2145,2.1791,2.2148,2.1712,1.56%
1216,20.02.2014,2.2013,2.2118,2.2195,2.1922,-0.60%
1215,21.02.2014,2.1787,2.1986,2.2035,2.171,-1.03%
1214,24.02.2014,2.2021,2.1788,2.2021,2.167,1.07%
1213,25.02.2014,2.2122,2.2017,2.222,2.1885,0.46%
1212,26.02.2014,2.2279,2.2109,2.253,2.195,0.71%
1211,27.02.2014,2.2138,2.2252,2.2465,2.2098,-0.63%
1210,28.02.2014,2.2093,2.2122,2.224,2.1997,-0.20%
1209,03.03.2014,2.2321,2.2004,2.234,2.2004,1.03%
1208,04.03.2014,2.2065,2.2309,2.2312,2.201,-1.15%
1207,05.03.2014,2.2031,2.2051,2.212,2.197,-0.15%
1206,06.03.2014,2.1803,2.2024,2.208,2.1736,-1.03%
1205,07.03.2014,2.2055,2.1795,2.2067,2.177,1.16%
1204,10.03.2014,2.2186,2.203,2.224,2.2,0.59%
1203,11.03.2014,2.2466,2.2181,2.2466,2.21,1.26%
1202,12.03.2014,2.2323,2.2456,2.2582,2.2263,-0.64%
1201,13.03.2014,2.2327,2.2313,2.2362,2.2153,0.02%
1200,14.03.2014,2.213,2.2314,2.2416,2.2072,-0.88%
1199,17.03.2014,2.2198,2.2159,2.227,2.2103,0.31%
1198,18.03.2014,2.2188,2.218,2.23,2.2109,-0.05%
1197,19.03.2014,2.2401,2.2165,2.2417,2.2116,0.96%
1196,20.03.2014,2.2294,2.2362,2.245,2.2201,-0.48%
1195,21.03.2014,2.2335,2.2283,2.2439,2.2213,0.18%
1194,24.03.2014,2.2372,2.2333,2.243,2.2288,0.17%
1193,25.03.2014,2.2165,2.2359,2.24,2.2105,-0.93%
1192,26.03.2014,2.1921,2.2158,2.222,2.1843,-1.10%
1191,27.03.2014,2.1872,2.1927,2.202,2.171,-0.22%
1190,28.03.2014,2.1909,2.184,2.197,2.1787,0.17%
1189,31.03.2014,2.1407,2.1869,2.1869,2.1298,-2.29%
1188,01.04.2014,2.1378,2.138,2.155,2.1306,-0.14%
1187,02.04.2014,2.1276,2.1353,2.149,2.1152,-0.48%
1186,03.04.2014,2.1327,2.129,2.1435,2.1226,0.24%
1185,04.04.2014,2.1135,2.13,2.1455,2.102,-0.90%
1184,07.04.2014,2.1103,2.1133,2.125,2.1045,-0.15%
1183,08.04.2014,2.0962,2.1092,2.1132,2.0835,-0.67%
1182,09.04.2014,2.1038,2.0954,2.124,2.0923,0.36%
1181,10.04.2014,2.1093,2.102,2.113,2.0873,0.26%
1180,11.04.2014,2.1129,2.1075,2.129,2.101,0.17%
1179,14.04.2014,2.1208,2.1161,2.135,2.1103,0.37%
1178,15.04.2014,2.1428,2.1148,2.1445,2.111,1.04%
1177,16.04.2014,2.1359,2.1401,2.1425,2.124,-0.32%
1176,17.04.2014,2.1265,2.1349,2.1365,2.1173,-0.44%
1175,18.04.2014,2.1296,2.1232,2.132,2.1202,0.15%
1174,21.04.2014,2.1341,2.125,2.136,2.1217,0.21%
1173,22.04.2014,2.1415,2.1323,2.144,2.128,0.35%
1172,23.04.2014,2.1504,2.1402,2.153,2.136,0.42%
1171,24.04.2014,2.1356,2.1483,2.1508,2.123,-0.69%
1170,25.04.2014,2.134,2.1344,2.1414,2.127,-0.07%
1169,28.04.2014,2.1256,2.1332,2.141,2.119,-0.39%
1168,29.04.2014,2.1212,2.1245,2.1283,2.112,-0.21%
1167,30.04.2014,2.1125,2.1195,2.126,2.107,-0.41%
1166,01.05.2014,2.1054,2.111,2.1135,2.1,-0.34%
1165,02.05.2014,2.1038,2.1041,2.1131,2.093,-0.08%
1164,05.05.2014,2.1003,2.1063,2.1063,2.091,-0.17%
1163,06.05.2014,2.09,2.0992,2.1014,2.0865,-0.49%
1162,07.05.2014,2.0819,2.0892,2.099,2.0785,-0.39%
1161,08.05.2014,2.0738,2.0807,2.085,2.0635,-0.39%
1160,09.05.2014,2.0773,2.0726,2.086,2.068,0.17%
1159,12.05.2014,2.0809,2.0749,2.087,2.0665,0.17%
1158,13.05.2014,2.0684,2.0797,2.0816,2.0605,-0.60%
1157,14.05.2014,2.0707,2.0671,2.081,2.057,0.11%
1156,15.05.2014,2.0983,2.0686,2.103,2.067,1.33%
1155,16.05.2014,2.0998,2.0975,2.1058,2.0875,0.07%
1154,19.05.2014,2.0965,2.0956,2.103,2.0874,-0.16%
1153,20.05.2014,2.1134,2.0959,2.116,2.089,0.81%
1152,21.05.2014,2.094,2.1124,2.1188,2.089,-0.92%
1151,22.05.2014,2.0813,2.0922,2.101,2.0775,-0.61%
1150,23.05.2014,2.0818,2.0809,2.0943,2.074,0.02%
1149,26.05.2014,2.0829,2.0801,2.089,2.0787,0.05%
1148,27.05.2014,2.1018,2.082,2.107,2.0816,0.91%
1147,28.05.2014,2.0997,2.101,2.112,2.0959,-0.10%
1146,29.05.2014,2.0865,2.0984,2.103,2.082,-0.63%
1145,30.05.2014,2.0971,2.0855,2.0981,2.0839,0.51%
1144,02.06.2014,2.1083,2.0959,2.109,2.089,0.53%
1143,03.06.2014,2.1173,2.1065,2.1207,2.092,0.43%
1142,04.06.2014,2.1156,2.1167,2.128,2.109,-0.08%
1141,05.06.2014,2.0963,2.1149,2.1161,2.093,-0.91%
1140,06.06.2014,2.0781,2.0953,2.1015,2.073,-0.87%
1139,09.06.2014,2.0863,2.0754,2.088,2.072,0.39%
1138,10.06.2014,2.0798,2.0847,2.093,2.076,-0.31%
1137,11.06.2014,2.1167,2.0782,2.1174,2.0765,1.77%
1136,12.06.2014,2.1117,2.113,2.1237,2.096,-0.24%
1135,13.06.2014,2.1233,2.1107,2.13,2.1075,0.55%
1134,16.06.2014,2.1424,2.1247,2.145,2.1229,0.90%
1133,17.06.2014,2.1495,2.1411,2.155,2.127,0.33%
1132,18.06.2014,2.1254,2.1488,2.152,2.1226,-1.12%
1131,19.06.2014,2.1426,2.1249,2.1445,2.118,0.81%
1130,20.06.2014,2.1405,2.1406,2.15,2.1313,-0.10%
1129,23.06.2014,2.1373,2.1381,2.147,2.131,-0.15%
1128,24.06.2014,2.1418,2.1363,2.1435,2.124,0.21%
1127,25.06.2014,2.1325,2.1414,2.145,2.126,-0.43%
1126,26.06.2014,2.1258,2.131,2.134,2.121,-0.31%
1125,27.06.2014,2.1228,2.1252,2.129,2.119,-0.14%
1124,30.06.2014,2.1191,2.1229,2.126,2.116,-0.17%
1123,01.07.2014,2.1285,2.1184,2.131,2.113,0.44%
1122,02.07.2014,2.1302,2.1273,2.133,2.121,0.08%
1121,03.07.2014,2.1278,2.1297,2.143,2.124,-0.11%
1120,04.07.2014,2.1329,2.1267,2.135,2.122,0.24%
1119,07.07.2014,2.1293,2.1289,2.137,2.126,-0.17%
1118,08.07.2014,2.1251,2.128,2.131,2.1195,-0.20%
1117,09.07.2014,2.1154,2.1239,2.128,2.1139,-0.46%
1116,10.07.2014,2.1244,2.1142,2.132,2.112,0.43%
1115,11.07.2014,2.1175,2.1223,2.1287,2.1145,-0.32%
1114,14.07.2014,2.1162,2.1169,2.122,2.11,-0.06%
1113,15.07.2014,2.1241,2.1156,2.127,2.113,0.37%
1112,16.07.2014,2.1193,2.1232,2.127,2.114,-0.23%
1111,17.07.2014,2.141,2.1182,2.1426,2.117,1.02%
1110,18.07.2014,2.1247,2.1402,2.1424,2.1187,-0.76%
1109,21.07.2014,2.1183,2.1203,2.1251,2.1123,-0.30%
1108,22.07.2014,2.1065,2.1172,2.1205,2.1019,-0.56%
1107,23.07.2014,2.0886,2.1054,2.1058,2.083,-0.85%
1106,24.07.2014,2.0918,2.0873,2.0978,2.084,0.15%
1105,25.07.2014,2.0939,2.0926,2.096,2.086,0.10%
1104,28.07.2014,2.0993,2.09,2.1032,2.0896,0.26%
1103,29.07.2014,2.1161,2.0984,2.118,2.0977,0.80%
1102,30.07.2014,2.1328,2.1151,2.141,2.1078,0.79%
1101,31.07.2014,2.1418,2.1319,2.148,2.126,0.42%
1100,01.08.2014,2.1334,2.1415,2.1511,2.1225,-0.39%
1099,04.08.2014,2.1313,2.1299,2.138,2.1245,-0.10%
1098,05.08.2014,2.1525,2.13,2.1528,2.12,0.99%
1097,06.08.2014,2.1592,2.1521,2.176,2.1504,0.31%
1096,07.08.2014,2.1671,2.158,2.171,2.1514,0.37%
1095,08.08.2014,2.145,2.1645,2.1873,2.14,-1.02%
1094,11.08.2014,2.1505,2.1432,2.158,2.132,0.26%
1093,12.08.2014,2.1642,2.1499,2.1688,2.148,0.64%
1092,13.08.2014,2.1569,2.1639,2.165,2.149,-0.34%
1091,14.08.2014,2.1518,2.1561,2.164,2.144,-0.24%
1090,15.08.2014,2.1671,2.1512,2.177,2.145,0.71%
1089,18.08.2014,2.1638,2.1616,2.175,2.161,-0.15%
1088,19.08.2014,2.1622,2.1634,2.168,2.1555,-0.07%
1087,20.08.2014,2.186,2.1606,2.186,2.1575,1.10%
1086,21.08.2014,2.1779,2.185,2.1881,2.1655,-0.37%
1085,22.08.2014,2.1755,2.1765,2.185,2.167,-0.11%
1084,25.08.2014,2.179,2.1779,2.182,2.1725,0.16%
1083,26.08.2014,2.1655,2.178,2.181,2.1595,-0.62%
1082,27.08.2014,2.1539,2.1642,2.1677,2.147,-0.54%
1081,28.08.2014,2.1583,2.1535,2.172,2.151,0.20%
1080,29.08.2014,2.1639,2.1569,2.1646,2.149,0.26%
1079,01.09.2014,2.1607,2.1598,2.1664,2.153,-0.15%
1078,02.09.2014,2.1726,2.1595,2.1797,2.1577,0.55%
1077,03.09.2014,2.1577,2.1712,2.1742,2.1525,-0.69%
1076,04.09.2014,2.1632,2.1561,2.1649,2.143,0.25%
1075,05.09.2014,2.159,2.1626,2.1709,2.151,-0.19%
1074,08.09.2014,2.1735,2.1578,2.1744,2.155,0.67%
1073,09.09.2014,2.1963,2.172,2.205,2.167,1.05%
1072,10.09.2014,2.1929,2.1957,2.2152,2.1905,-0.15%
1071,11.09.2014,2.2007,2.1918,2.2029,2.184,0.36%
1070,12.09.2014,2.223,2.1999,2.2234,2.196,1.01%
1069,15.09.2014,2.2121,2.2196,2.2234,2.205,-0.49%
1068,16.09.2014,2.2033,2.2112,2.2207,2.197,-0.40%
1067,17.09.2014,2.2243,2.2029,2.2288,2.1995,0.95%
1066,18.09.2014,2.226,2.2236,2.2372,2.2125,0.08%
1065,19.09.2014,2.2347,2.2245,2.2407,2.2154,0.39%
1064,22.09.2014,2.2407,2.2321,2.2497,2.227,0.27%
1063,23.09.2014,2.2393,2.24,2.2421,2.2255,-0.06%
1062,24.09.2014,2.2366,2.2396,2.2427,2.227,-0.12%
1061,25.09.2014,2.261,2.2356,2.2677,2.2345,1.09%
1060,26.09.2014,2.2623,2.2604,2.2687,2.2515,0.06%
1059,29.09.2014,2.2786,2.2613,2.2907,2.2595,0.72%
1058,30.09.2014,2.2782,2.2794,2.2887,2.268,-0.02%
1057,01.10.2014,2.2833,2.2777,2.2937,2.273,0.22%
1056,02.10.2014,2.2665,2.2827,2.2852,2.2625,-0.74%
1055,03.10.2014,2.2942,2.2661,2.3071,2.263,1.22%
1054,06.10.2014,2.2678,2.2904,2.2931,2.265,-1.15%
1053,07.10.2014,2.2753,2.2667,2.2797,2.2625,0.33%
1052,08.10.2014,2.263,2.2738,2.2977,2.2592,-0.54%
1051,09.10.2014,2.2695,2.2604,2.2704,2.2485,0.29%
1050,10.10.2014,2.2884,2.2692,2.2892,2.268,0.83%
1049,13.10.2014,2.2698,2.2858,2.2875,2.263,-0.81%
1048,14.10.2014,2.273,2.2684,2.2882,2.265,0.14%
1047,15.10.2014,2.2693,2.2716,2.2862,2.2525,-0.16%
1046,16.10.2014,2.2629,2.2689,2.2857,2.2575,-0.28%
1045,17.10.2014,2.246,2.2615,2.2682,2.2415,-0.75%
1044,20.10.2014,2.2437,2.2439,2.2529,2.237,-0.10%
1043,21.10.2014,2.2451,2.2432,2.2482,2.233,0.06%
1042,22.10.2014,2.2463,2.2445,2.2512,2.238,0.05%
1041,23.10.2014,2.236,2.2458,2.252,2.227,-0.46%
1040,24.10.2014,2.2313,2.2353,2.2442,2.229,-0.21%
1039,27.10.2014,2.2294,2.2275,2.2437,2.2275,-0.09%
1038,28.10.2014,2.2066,2.2288,2.2335,2.2,-1.02%
1037,29.10.2014,2.2153,2.2055,2.2193,2.189,0.39%
1036,30.10.2014,2.1988,2.2143,2.2267,2.1959,-0.74%
1035,31.10.2014,2.224,2.1971,2.2275,2.1875,1.15%
1034,03.11.2014,2.2355,2.2169,2.2435,2.2169,0.52%
1033,04.11.2014,2.2235,2.2324,2.2386,2.216,-0.54%
1032,05.11.2014,2.2443,2.2205,2.2497,2.22,0.94%
1031,06.11.2014,2.2636,2.2429,2.2662,2.232,0.86%
1030,07.11.2014,2.258,2.2626,2.282,2.255,-0.25%
1029,10.11.2014,2.2594,2.2559,2.2612,2.242,0.06%
1028,11.11.2014,2.2568,2.2585,2.2732,2.2541,-0.12%
1027,12.11.2014,2.2514,2.2558,2.2662,2.245,-0.24%
1026,13.11.2014,2.2422,2.252,2.2557,2.2326,-0.41%
1025,14.11.2014,2.2296,2.2409,2.2497,2.2283,-0.56%
1024,17.11.2014,2.2312,2.2279,2.2347,2.2225,0.07%
1023,18.11.2014,2.2214,2.2301,2.2322,2.2145,-0.44%
1022,19.11.2014,2.232,2.2203,2.2432,2.218,0.48%
1021,20.11.2014,2.2196,2.2312,2.2433,2.2175,-0.56%
1020,21.11.2014,2.2218,2.2189,2.2294,2.2135,0.10%
1019,24.11.2014,2.23,2.2198,2.2332,2.2145,0.37%
1018,25.11.2014,2.2197,2.2289,2.2392,2.2178,-0.46%
1017,26.11.2014,2.2106,2.218,2.2291,2.2075,-0.41%
1016,27.11.2014,2.2072,2.2096,2.2202,2.2034,-0.15%
1015,28.11.2014,2.2196,2.2055,2.2236,2.203,0.56%
1014,01.12.2014,2.2149,2.2216,2.2302,2.212,-0.21%
